Index,CppName,Name,Wiki,AntiSeoUpperBound,Tags,Description,Authors,Responsibles,Desc,TG_DOC,TG_LINK_GRAPH,TG_STATIC,TG_L2,TG_UNUSED,Group,TG_DOC_TEXT,TG_DYNAMIC,TG_REARR_USE,TG_UNDOCUMENTED,TG_NN_OVER_FEATURES_USE,TG_LINK_TEXT,TG_DEPRECATED,TG_BINARY,TG_OFTEN_ZERO,# TODO(FACTORDEL-65),TG_HOST,TG_BROWSER,TG_USER,TG_USERFEAT_VISITS_ACTIVITY_DOWNLOADS,TG_USERFEAT,TG_QUERY_ONLY,TG_L3_OVERWRITE,# TODO(FACTORDEL-97),TG_LOCALIZED_COUNTRY,TG_THEME_CLASSIF,TG_TRANS,TG_SAMOHOD_UNIMPLEMENTED,TG_CALLISTO_UNIMPLEMENTED,Ticket,ImplementationTime,TG_OWNER,TG_COMMERCIAL,UseArtifact,TG_NEURAL,MinValue,MaxValue,TG_FRESHNESS_USE,TG_QUERY_DETECTOR_PREDICT,TG_NOT_01,TG_ALICE_MUSIC,TG_ANNOTATION_NOFILTER,TG_TEXT_MACHINE,TG_ALLOW_USE_FOR_ALICE,DependsOn,TG_USER_SEARCH,TG_USER_SEARCH_ONLY,TG_DATE,Countries,TG_USER_EXT_DATA,TG_USERFEAT_90D,TG_USERFEAT_CLICKS_SHOWS,TG_FORMULA_2245_DEP_3,CanonicalValue,TG_USER_SEARCH_EXTERNAL,TG_DOWNER,TG_STATIC_REGINFO,# TODO(FACTORDEL-56),TG_URL_TEXT,TG_LOCALIZED_GEOINQUERY,Comment,TG_WIKIPEDIA,TG_LOCALIZED_CITY,TG_DOPP,TG_USERFEAT_USF,TG_LOCALIZED_REGION,TG_CATALOG,TG_UNIMPLEMENTED],,TG_COUNTER,TG_FORMULA_2245_DEP_2,TG_NAV,TG_USERFEAT_238D,TG_FORMULA_2245_DEP_5,TG_REMOVED,TG_USERFEAT_BROWSER_PAGE_RANK,TG_L3_MODEL_VALUE,TG_DOC_CONTENT,TG_RTMODELS_SERVICE,TG_USE_MARKUP,TG_ALL_RELEVANCE_MARKUP,TG_SIN_SIG_MARKUP,TG_BERT_DISTILL,TG_UNIMPLEMENTED,TG_DATA_FROM_BIGRT,TG_SPYLOG_RAPID_CLICKS_BIGRT,TG_USED_IN_CONF_REARR,TG_NO_L3,TG_DATA_FROM_SAASKV,TG_USERFEAT_1600D,TG_USERFEAT_SEARCH_DWELL_TIME,TG_USERFEAT_CLICK_MACHINE,TG_META_OVERWRITE,TG_METRIKA,TG_USERFEAT_30D,TG_DATA_FROM_SAASKV],TG_SEARCH_RAPID_CLICKS_BIGRT,TG_USERFEAT_1832D,TG_ANNOTATION_FILTER,TG_USERFEAT_NHOP,TG_MASCOT,TG_BEAST,TG_USERFEAT_365D,TG_USERFEAT_1D,TG_USERFEAT_SURFING_TREE,TG_SYNNORM,TG_USERFEAT_URL_QUERY_TRIGRAMS,TG_USERFEAT_MULTI_PERIOD,TG_USERFEAT_VISITS_FROM,TG_USERFEAT_USER_HUB,TG_USERFEAT_POPULAR_SE_FRC,TG_USERFEAT_SAME_QUERY_RETURN,TG_USERFEAT_SBM,TG_META,TG_L3,TG_PRS,# ImplementationTime,TG_ALLOW_USE_FOR_SPAM_FORMULAS,TG_USERFEAT_GEOCLICKS,TG_USERFEAT_REVISITS,TG_USERFEAT_REG_SITE_BROWSER,TG_COLLABORATED,TG_USERFEAT_SAMPLE_PERIOD,TG_USERFEAT_USF_SAMPLE_PERIOD,TG_LINGBOOST,TG_USERFEAT_FIELDSET2,TG_USERFEAT_730D,TG_USERFEAT_BROWSER_QUERY_PAGE_RANK_SAMPLE,TG_USERFEAT_BROWSER_QUERY_PAGE_RANK,TG_UNSUPPORTED,TG_USERFEAT_NHOP_SUM_DWELLTIME,TG_FORMULA_2245_DEP_4,TG_REUSABLE,TG_USERFEAT_META_STREAM,TG_USERFEAT_MAX_PERIOD,TG_USERFEAT_USER_BROWSE_LONG_PERIOD_STATIC,TG_KNN,TG_FORMULA_2245_DEP,TG_ALICE_ARAMUSIC,TG_RANDOM_LOG,TG_REMAPPED,TG_TOLOKA,TG_FROZEN,# DependsOn
974,FI_LONG_CLICK_ANNOTATION_MATCH_PREDICTION_WEIGHTED,LongClickAnnotationMatchPredictionWeighted,,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_ANNOTATION_NOFILTER, TG_DEPRECATED]","LongClick фактор в аннотационном индексе, фактор AnnotationMatchPredictionWeighted","[""pavelgur"", ""edik""]","[""edik"", ""yustuken"", ""diver""]","LongClick factor in the annotation index, AnnotationMatchPredictionWeighted factor",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,FI_YABAR_TIME_ANNOTATION_MATCH_PREDICTION_WEIGHTED,YabarTimeAnnotationMatchPredictionWeighted,,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_BROWSER, TG_USER_EXT_DATA, TG_ANNOTATION_NOFILTER, TG_DEPRECATED]","YabarTime фактор в аннотационном индексе, фактор AnnotationMatchPredictionWeighted","[""akhropov"", ""ilnurkh"", ""edik""]","[""edik"", ""yustuken"", ""diver""]","YabarTime factor in the annotation index, AnnotationMatchPredictionWeighted factor",True,,,,,Annotation,,True,,,,,True,,,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,FI_PAGE_HAS_MAPS_API,PageHasMapsApi,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/PageHasMapsApi,,"[TG_STATIC, TG_DOC, TG_BINARY, TG_NN_OVER_FEATURES_USE]","Равен единице, если страница подключает js-api какого либо поставщика гео-данных","[""ilnurkh""]","[""ilnurkh""]",Equals one if the page connects the js-api of any geo-data provider,True,,True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,FI_LONG_CLICK_SP_ANNOTATION_MATCH_PREDICTION,LongClickSPAnnotationMatchPrediction,,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_ANNOTATION_NOFILTER, TG_DEPRECATED]","LongClickSamplePeriod фактор в аннотационном индексе, фактор AnnotationMatchPrediction","[""tsimkha"", ""pavelgur""]","[""tsimkha"", ""yustuken"", ""diver""]","LongClickSamplePeriod factor in the annotation index, AnnotationMatchPrediction factor",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-685,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,FI_LONG_CLICK_SP_QUERY_MATCH_PREDICTION,LongClickSPQueryMatchPrediction,,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_ANNOTATION_NOFILTER, TG_DEPRECATED]","LongClickSamplePeriod фактор в аннотационном индексе, фактор QueryMatchPrediction","[""tsimkha"", ""pavelgur""]","[""tsimkha"", ""yustuken"", ""diver""]","LongClickSamplePeriod factor in the annotation index, QueryMatchPrediction factor",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-685,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,FI_LONG_CLICK_SP_VALUE_WCM_AVG,LongClickSPValueWcmAvg,,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_ANNOTATION_NOFILTER, TG_DEPRECATED]","LongClickSamplePeriod фактор в аннотационном индексе, фактор ValueWcmAvg","[""tsimkha"", ""pavelgur""]","[""tsimkha"", ""yustuken"", ""diver""]","LongClickSamplePeriod factor in the annotation index, ValueWcmAvg factor",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-685,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,FI_LONG_CLICK_SP_VALUE_WCM_PREDICTION,LongClickSPValueWcmPrediction,,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_ANNOTATION_NOFILTER, TG_DEPRECATED]","LongClickSamplePeriod фактор в аннотационном индексе, фактор ValueWcmPrediction","[""tsimkha"", ""pavelgur""]","[""tsimkha"", ""yustuken"", ""diver""]","LongClickSamplePeriod factor in the annotation index, ValueWcmPrediction factor",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-685,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,FI_LONG_CLICK_SP_BCLM_PLAIN_W1K3,LongClickSPBclmPlainW1K3,,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_ANNOTATION_NOFILTER, TG_DEPRECATED]","LongClickSamplePeriod фактор в аннотационном индексе, фактор BclmPlainW1K3","[""tsimkha"", ""pavelgur""]","[""tsimkha"", ""yustuken"", ""diver""]","LongClickSamplePeriod factor in the annotation index, factor BclmPlainW1K3",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-685,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,FI_LONG_CLICK_SP_BCLM_WEIGHTED_K3,LongClickSPBclmWeightedK3,,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_ANNOTATION_NOFILTER, TG_DEPRECATED]","LongClickSamplePeriod фактор в аннотационном индексе, фактор BclmWeightedK3","[""tsimkha"", ""pavelgur""]","[""tsimkha"", ""yustuken"", ""diver""]","LongClickSamplePeriod factor in the annotation index, factor BclmWeightedK3",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-685,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,FI_LONG_CLICK_SP_BOCM_WEIGHTED_W1K3,LongClickSPBocmWeightedW1K3,,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_ANNOTATION_NOFILTER, TG_DEPRECATED]","LongClickSamplePeriod фактор в аннотационном индексе, фактор BocmWeightedW1K3","[""tsimkha"", ""pavelgur""]","[""tsimkha"", ""yustuken"", ""diver""]","LongClickSamplePeriod factor in the annotation index, factor BocmWeightedW1K3",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-685,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,FI_LONG_CLICK_SP_BCLM_PLAIN_K5,LongClickSPBclmPlainK5,,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_ANNOTATION_NOFILTER, TG_DEPRECATED]","LongClickSamplePeriod фактор в аннотационном индексе, фактор BclmPlainK5","[""tsimkha"", ""pavelgur""]","[""tsimkha"", ""yustuken"", ""diver""]","LongClickSamplePeriod factor in the annotation index, factor BclmPlainK5",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-685,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,FI_LONG_CLICK_SP_BCLM_WEIGHTED_V2K3,LongClickSPBclmWeightedV2K3,,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_ANNOTATION_NOFILTER, TG_DEPRECATED]","LongClickSamplePeriod фактор в аннотационном индексе, фактор BclmWeightedV2K3","[""tsimkha"", ""pavelgur""]","[""tsimkha"", ""yustuken"", ""diver""]","LongClickSamplePeriod factor in the annotation index, factor BclmWeightedV2K3",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-685,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,FI_LONG_CLICK_SP_BOCM_DOUBLE_K5,LongClickSPBocmDoubleK5,,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_ANNOTATION_NOFILTER, TG_DEPRECATED]","LongClickSamplePeriod фактор в аннотационном индексе, фактор BocmDoubleK5","[""tsimkha"", ""pavelgur""]","[""tsimkha"", ""yustuken"", ""diver""]","LongClickSamplePeriod factor in the annotation index, factor BocmDoubleK5",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-685,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,FI_LONG_CLICK_SP_BM15_STRICT_K2,LongClickSPBm15StrictK2,,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_ANNOTATION_NOFILTER, TG_DEPRECATED]","LongClickSamplePeriod фактор в аннотационном индексе, фактор Bm15StrictK2","[""tsimkha"", ""pavelgur""]","[""tsimkha"", ""yustuken"", ""diver""]","LongClickSamplePeriod factor in the annotation index, factor Bm15StrictK2",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-685,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,FI_URL_CLICKS_MAX_GEO_REGION_FRC_RATIO,URLClicksMaxGeoRegionFRCRatio,http://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/URLClicksMaxGeoCityFRC,,"[TG_DOC, TG_DYNAMIC, TG_LOCALIZED_REGION, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_L2, TG_NN_OVER_FEATURES_USE, TG_USERFEAT, TG_USERFEAT_90D, TG_USERFEAT_GEOCLICKS]",Normalized corrected clicks maximum ratio by query with user's city(gc=) mentioned equal by region,esoloviev,"[""tarum"", ""niknik""]",Normalized corrected clicks maximum ratio by query with user's city(gc=) mentioned equal by region,True,,,True,,,,True,,,True,,,,,,,,True,,True,,,,,,,,,FACTOR-36,,,,,,,,,,,,,,,,True,True,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
989,FI_URL_CLICKS_MAX_GEO_REGIONONLY_FRC_RATIO,URLClicksMaxGeoRegionOnlyFRCRatio,http://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/URLClicksMaxGeoCityFRC,,"[TG_DOC, TG_DYNAMIC, TG_LOCALIZED_REGION, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_L2, TG_SAMOHOD_UNIMPLEMENTED, TG_CALLISTO_UNIMPLEMENTED, TG_NN_OVER_FEATURES_USE, TG_USERFEAT, TG_USERFEAT_90D, TG_USERFEAT_GEOCLICKS]",Normalized corrected clicks maximum ratio by query with user's city(gc=) mentioned equal to user's region,esoloviev,"[""tarum"", ""niknik""]",Normalized corrected clicks maximum ratio by query with user's city(gc=) mentioned equal to user's region,True,,,True,,,,True,,,True,,,,,,,,True,,True,,,,,,,True,True,FACTOR-36,,,,,,,,,,,,,,,,True,True,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
990,FI_BQPR_SAMPLE_WCM_COVERAGE_MAX,BQPRSampleWcmCoverageMax,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/BQPRSample,,"[TG_DOC, TG_DYNAMIC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_BROWSER, TG_USER_EXT_DATA]",BQPR на семплированном периоде. Аннотационный индекс. Фактор WcmCoverageMax,"[""asandler""]","[""asandler"", ""avatar""]",BQPR on the sampled period. Annotation Index. Factor WcmCoverageMax,True,,,,,Annotation,,True,,,,,True,,,,,True,True,,,,,,True,,,,,FACTOR-799,,,,,,,,,,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,FI_BQPR_SAMPLE_FULL_MATCH_PREDICTION,BQPRSampleFullMatchPrediction,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/BQPRSample,,"[TG_DOC, TG_DYNAMIC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_BROWSER, TG_USER_EXT_DATA]",BQPR на семплированном периоде. Аннотационный индекс. Фактор FullMatchPrediction,"[""asandler""]","[""asandler"", ""avatar""]",BQPR on the sampled period. Annotation Index. FullMatchPrediction Factor,True,,,,,Annotation,,True,,,,,True,,,,,True,True,,,,,,True,,,,,FACTOR-799,,,,,,,,,,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,FI_BQPR_SAMPLE_ANNOTATION_MATCH_PREDICTION_WEIGHTED,BQPRSampleAnnotationMatchPredictionWeighted,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/BQPRSample,,"[TG_DOC, TG_DYNAMIC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_BROWSER, TG_USER_EXT_DATA]",BQPR на семплированном периоде. Аннотационный индекс. Фактор AnnotationMatchPredictionWeighted,"[""asandler""]","[""asandler"", ""avatar""]",BQPR on the sampled period. Annotation Index. Factor AnnotationMatchPredictionWeighted,True,,,,,Annotation,,True,,,,,True,,,,,True,True,,,,,,True,,,,,FACTOR-799,,,,,,,,,,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,FI_BQPR_SAMPLE_VALUE_PCM_AVG,BQPRSampleValuePcmAvg,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/BQPRSample,,"[TG_DOC, TG_DYNAMIC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_BROWSER, TG_USER_EXT_DATA]",BQPR на семплированном периоде. Аннотационный индекс. Фактор ValuePcmAvg,"[""asandler""]","[""asandler"", ""avatar""]",BQPR on the sampled period. Abstract Index. Factor ValuePcmAvg,True,,,,,Annotation,,True,,,,,True,,,,,True,True,,,,,,True,,,,,FACTOR-799,,,,,,,,,,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,FI_BQPR_SAMPLE_VALUE_WCM_AVG,BQPRSampleValueWcmAvg,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/BQPRSample,,"[TG_DOC, TG_DYNAMIC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_BROWSER, TG_USER_EXT_DATA]",BQPR на семплированном периоде. Аннотационный индекс. Фактор ValueWcmAvg,"[""asandler""]","[""asandler"", ""avatar""]",BQPR on the sampled period. Abstract Index. Factor ValueWcmAvg,True,,,,,Annotation,,True,,,,,True,,,,,True,True,,,,,,True,,,,,FACTOR-799,,,,,,,,,,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,FI_BQPR_SAMPLE_BM15_V4_K5,BQPRSampleBm15V4K8,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/BQPRSample,,"[TG_DOC, TG_DYNAMIC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_BROWSER, TG_USER_EXT_DATA]",BQPR на семплированном периоде. Аннотационный индекс. Фактор Bm15V4K8,"[""asandler""]","[""asandler"", ""avatar""]",BQPR on the sampled period. Abstract Index. Factor Bm15V4K8,True,,,,,Annotation,,True,,,,,True,,,,,True,True,,,,,,True,,,,,FACTOR-799,,,,,,,,,,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,FI_BQPR_SAMPLE_BOCM_WEIGHTED_V4_K8,BQPRSampleBocmWeightedV4K8,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/BQPRSample,,"[TG_DOC, TG_DYNAMIC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_BROWSER, TG_USER_EXT_DATA]",BQPR на семплированном периоде. Аннотационный индекс. Фактор BocmWeightedV4K8,"[""asandler""]","[""asandler"", ""avatar""]",BQPR on the sampled period. Abstract Index. Factor BocmWeightedV4K8,True,,,,,Annotation,,True,,,,,True,,,,,True,True,,,,,,True,,,,,FACTOR-799,,,,,,,,,,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,FI_BQPR_SAMPLE_WCM_MAX,BQPRSampleWcmMax,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/BQPRSample,,"[TG_DOC, TG_DYNAMIC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_BROWSER, TG_USER_EXT_DATA]",BQPR на семплированном периоде. Аннотационный индекс. Фактор SampleWcmMax,"[""asandler""]","[""asandler"", ""avatar""]",BQPR on the sampled period. Annotation Index. SampleWcmMax factor,True,,,,,Annotation,,True,,,,,True,,,,,True,True,,,,,,True,,,,,FACTOR-799,,,,,,,,,,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,FI_BQPR_SAMPLE_SYNONYM_MATCH_PREDICTION,BQPRSampleSynonymMatchPrediction,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/BQPRSample,,"[TG_DOC, TG_DYNAMIC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_BROWSER, TG_USER_EXT_DATA]",BQPR на семплированном периоде. Аннотационный индекс. Фактор SynonymMatchPrediction,"[""asandler""]","[""asandler"", ""avatar""]",BQPR on the sampled period. Annotation Index. SynonymMatchPrediction factor,True,,,,,Annotation,,True,,,,,True,,,,,True,True,,,,,,True,,,,,FACTOR-799,,,,,,,,,,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,FI_BQPR_SAMPLE_ANNOTATION_MATCH_PREDICTION,BQPRSampleAnnotationMatchPrediction,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/BQPRSample,,"[TG_DOC, TG_DYNAMIC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_BROWSER, TG_USER_EXT_DATA]",BQPR на семплированном периоде. Аннотационный индекс. Фактор AnnotationMatchPrediction,"[""asandler""]","[""asandler"", ""avatar""]",BQPR on the sampled period. Annotation Index. AnnotationMatchPrediction factor,True,,,,,Annotation,,True,,,,,True,,,,,True,True,,,,,,True,,,,,FACTOR-799,,,,,,,,,,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
